"date","avg","min","max"
19680312,0.7,-6.3,5.2
19680313,3.9,1.4,5.9
19680314,4.6,2.1,7
19680315,3,0.1,5.9
19680316,4.5,0.9,7.2
19680317,6.4,5.1,8.2
19680318,6.6,4.7,8.6
19680319,6.3,1.8,9.3
19680320,8.3,5.5,11.5
19680321,6.5,2.3,10.6
19680322,4.6,2.3,7.2
19680323,8.4,2.5,12.4
19680324,14.5,8.8,19.8
19680325,12.2,8.6,16
19680326,8.5,4,13.7
19680327,9,4,16.1
19680328,10.2,-1.4,20.9
19680329,15.3,7.8,24.5
19680330,12.6,4.9,22.2
19680331,6.9,3.9,10.7
19680401,8.6,5,12.7
19680402,9.1,2.4,15.5
19680403,2.6,-1.1,7.3
19680404,4,0.1,7.7
19680405,3.6,-0.4,8.1
19680406,3.1,-3.3,8.5
19680407,1.4,-4.5,6.6
19680408,0.4,-7.4,6.6
19680409,3.1,-6.4,11.1
19680410,3.7,-3.1,9.7
19680411,2.9,-3.9,8.9
19680412,3.4,-4.7,9.6
19680413,6.4,1.5,10.7
19680414,9.3,2.3,14.9
19680415,11.1,4.6,17.1
19680416,14.1,5.9,20.8
19680417,16.4,10.1,22.3
19680418,18.6,10.6,25.6
19680419,14.9,10.7,18.9
19680420,19.1,10.4,26.6
19680421,21.5,12.9,29.3
19680422,18.3,10.9,25.8
19680423,12.9,7.5,18.3
19680424,11.5,4.5,16.6
19680425,10.1,2.8,17.6
19680426,8.8,-0.1,17.2
19680427,12.4,2.4,19.1
19680428,10.3,7.3,13.1
19680429,11,6.3,16.2
19680430,10.9,6.8,15.7
19680501,9,6.7,11.8
19680502,10.1,3.9,15.5
19680503,9.7,3.1,14.7
19680504,12.6,8.7,17.6
19680505,12.2,7,15.1
19680506,7.3,4.2,10.3
19680507,8.3,4.5,12.3
19680508,8.6,5.5,13.5
19680509,10.9,5.7,15.8
19680510,10.9,8.3,14
19680511,11.5,7.6,14.5
19680512,8.1,2.3,11.8
19680513,9.2,1.7,12.5
19680514,9.4,1.5,14.1
19680515,10,3.2,14
19680516,9.7,4.5,14.5
19680517,6.2,1.5,10.4
19680518,6.2,-0.1,12.1
19680519,6.1,0.3,11.6
19680520,7,0.7,11.3
19680521,9.6,5.5,13.1
19680522,11.9,7.6,15.1
19680523,10.7,7,14.1
19680524,12.1,5.7,17.6
19680525,13,5.5,19.1
19680526,12.6,9.6,15.1
19680527,16.2,11.8,20.5
19680528,17.6,11.8,23.1
19680529,13.7,9.3,18.1
19680530,13.9,7.2,19.8
19680531,15.7,7.3,21.5
19680601,16.5,10.3,22
19680602,14.7,9.7,19.8
19680603,16.1,11.1,21.7
19680604,15.6,11.7,20.4
19680605,14.6,11,18.9
19680606,13,9.1,17.2
19680607,12.6,9.1,16.9
19680608,11.5,8.1,15.4
19680609,10.9,3.6,15.1
19680610,10.7,3,16.5
19680611,13.4,4.7,20.1
19680612,14.7,6,20.8
19680613,16.9,8.4,23.2
19680614,20.2,13.2,26.2
19680615,19.8,12.8,25.5
19680616,19.2,14.5,25.6
19680617,16.4,12,18.9
19680618,17,11.8,22.7
19680619,19.6,12.1,24.8
19680620,15.4,11.3,18.8
19680621,11.6,8.8,15.2
19680622,14.6,8.6,18.7
19680623,16.5,12,24
19680624,14.3,10.4,17.3
19680625,16.8,13.1,21.8
19680626,15.8,12,20.2
19680627,16.3,12.8,20.2
19680628,16.1,9.8,22.7
19680629,15.2,10.6,19.4
19680630,18.8,8.7,25.2
19680701,23.4,15.6,29.9
19680702,24.6,17.7,30.7
19680703,15.9,6.2,20
19680704,15.7,4.8,22.4
19680705,18.7,13.3,23.7
19680706,16.2,11,23
19680707,15.5,10.6,20.8
19680708,16.4,12.9,21.1
19680709,16.2,12.2,21.1
19680710,14.5,10.4,18.9
19680711,14.9,10.3,20
19680712,13.9,8.9,18.4
19680713,15.2,11.8,21.1
19680714,15.9,10.7,22.1
19680715,15.4,12.4,19.2
19680716,13,9.6,16.2
19680717,14.7,9.3,19.8
19680718,14.4,6.7,21.5
19680719,13.7,10.8,17.3
19680720,13.5,10.1,17.8
19680721,15.2,10.7,20.1
19680722,14.3,11.6,17.7
19680723,14.8,12.1,16.6
19680724,15.7,9.5,21.6
19680725,13.5,10.7,17
19680726,16,10.9,22.1
19680727,16.6,11.9,22.9
19680728,15.1,10.4,20.5
19680729,16.2,8.2,22.3
19680730,19.1,12.1,25.1
19680731,21.6,15,28.1
19680801,17.7,13.4,24.2
19680802,16.6,14.8,19.2
19680803,16.8,14.6,20.2
19680804,17.5,12.1,23.1
19680805,20.4,16.1,26.9
19680806,18.7,15.6,21.2
19680807,17.9,12.8,22.7
19680808,16.6,11.7,21.2
19680809,19.8,15.1,26.6
19680810,18.4,11.4,25.5
19680811,14.7,9.8,19.9
19680812,15.4,8.9,20.6
19680813,16.2,9.7,21.1
19680814,13.9,10.8,16.8
19680815,13.2,9.6,16.9
19680816,14.7,11.3,18.4
19680817,14.1,11.5,18.3
19680818,11.9,8.7,16.1
19680819,13.1,7.5,18.8
19680820,15.1,11.2,19.9
19680821,17.9,12.5,24.1
19680822,17.7,10.3,24.1
19680823,16.8,10.9,22.1
19680824,18.5,9.8,25.3
19680825,19.9,14.2,26.2
19680826,20.1,14.4,26.3
19680827,16.7,13.4,19.8
19680828,19.1,15.4,23.3
19680829,17.8,15.8,20.6
19680830,18.3,13.8,22.5
19680831,14.9,11.9,17.7
19680901,16,11.8,20.3
19680902,17.9,13.9,23.3
19680903,17.4,14.4,22.2
19680904,15.1,11.6,18.3
19680905,13.8,8.5,19.7
19680906,14.4,7.2,21.1
19680907,13.3,8.1,15.9
19680908,15.7,10.5,20.5
19680909,17.3,9.1,23.7
19680910,19.2,14.4,24.7
19680911,18.3,13.7,24.3
19680912,14.4,10.6,18.7
19680913,13.4,9.5,18.2
19680914,13.7,6.3,19.6
19680915,13.7,11.6,15.2
19680916,13.3,9.7,18.1
19680917,11.4,9.2,13.7
19680918,11.7,8.1,13.3
19680919,11,5,16.2
19680920,13.1,9.1,17.2
19680921,14.4,11.3,18.2
19680922,13.1,10.9,15.7
19680923,12.3,10,16.1
19680924,12.4,10.2,16
19680925,11.3,7.8,15
19680926,13.5,10.3,16.2
19680927,17.9,13.8,22.3
19680928,13.5,10.2,16.4
19680929,12.2,10.1,16.5
19680930,11.1,8.1,14.2
19681001,10.4,7.1,13.7
19681002,13.8,11.8,15.2
19681003,14.1,12.1,16
19681004,15.6,14.1,17.1
19681005,15.1,12,18.3
19681006,14.6,12.7,17.5
19681007,10.9,5.9,14.5
19681008,10.6,5.2,14.6
19681009,12.8,9.7,14.8
19681010,13.1,8.3,16.1
19681011,14.2,12.2,16.8
19681012,15.6,12.2,17.1
19681013,13.2,10.7,16.1
19681014,11.3,5.5,16.2
19681015,8.7,5.6,13.5
19681016,8.9,6.1,13
19681017,9.1,6,13.1
19681018,6.9,0.4,13
19681019,6.3,0.2,12.4
19681020,8.4,1.9,16.1
19681021,9.4,4.2,15.7
19681022,8.7,4.5,15.8
19681023,7.7,2.1,12.6
19681024,7.5,2.3,13.1
19681025,9.3,5.7,14.2
19681026,7.6,3.9,9.5
19681027,7.6,3.9,9.6
19681028,9.7,3.1,15.5
19681029,12.5,10.7,14.9
19681030,13.3,9,16.6
19681031,16.4,13.7,19.9
19681101,16.2,14.3,18.8
19681102,15,9.6,18.1
19681103,10.9,7.9,12.7
19681104,7,3.3,9.7
19681105,5.2,3.1,8.3
19681106,3.5,2,5.1
19681107,1.7,0.4,3
19681108,2.7,0.7,4.5
19681109,4.1,1.5,7.3
19681110,3.2,0.8,5.8
19681111,3.1,0.7,4.9
19681112,5.2,3.1,8.3
19681113,4.2,2.1,7
19681114,0.5,-4.9,5.4
19681115,-3.9,-6.5,-0.8
19681116,-2.3,-5.2,-0.6
19681117,1.7,-2.4,3.5
19681118,3.5,2.1,4.8
19681119,4,2.3,5.5
19681120,4.2,2.9,5.3
19681121,5.3,3.8,7.1
19681122,3.2,1.9,5.1
19681123,6.6,2.8,9.7
19681124,8.4,5.2,10.5
19681125,6.3,3.3,8.9
19681126,9.1,6.6,11.8
19681127,9,5.5,13.3
19681128,5.3,-1,12.5
19681129,2.7,0.4,4.8
19681130,5.3,3.9,6.3
19681201,4,1.6,5.8
19681202,2.2,1.2,3.7
19681203,0.4,-0.6,1.9
19681204,0,-1,0.9
19681205,0.7,-0.5,1.8
19681206,-0.7,-1.8,0.9
19681207,-1.5,-2.7,-0.6
19681208,-1.6,-3.2,-0.1
19681209,-1.1,-2.4,0.2
19681210,-1.6,-5.8,0.7
19681211,-6.6,-9.7,-2.8
19681212,-9,-12.1,-3.4
19681213,-5.4,-11.6,0.7
19681214,-4,-6.8,0.5
19681215,-0.6,-2.6,1.8
19681216,3.1,1.1,4.2
19681217,1.6,-0.2,4.4
19681218,0.3,-1.3,1.8
19681219,-0.8,-4.1,1.5
19681220,0.9,-3.1,4.7
19681221,4.6,-1.1,7.7
19681222,5.5,-0.7,8.6
19681223,5.6,1.8,8.2
19681224,3.1,0.3,5.7
19681225,2.1,-1.4,4.4
19681226,-0.9,-5,1.2
19681227,-1.7,-5.1,1.1
19681228,-3.7,-7.4,-1.8
19681229,-3.8,-8.7,-1.6
19681230,-7.5,-10.1,-6
19681231,-4.7,-8.7,-0.1
19690101,0.4,-8.5,4.7
19690102,5.2,3.7,6.9
19690103,1.3,-1.5,5.2
19690104,-1.6,-3.2,0.1
19690105,-1.1,-4,0.8
19690106,-1.3,-3.6,0.2
19690107,0.2,-3.4,3
19690108,1.8,0.3,3.3
19690109,1.6,-1.6,4.3
19690110,0.5,-1.3,2.1
19690111,0.8,-2.1,3.5
19690112,2.7,0.1,4.9
19690113,6.9,4,9.1
19690114,5.3,1.3,9.4
19690115,3.5,0.7,6.2
19690116,4.8,2.4,6.9
19690117,3.3,1.5,4.9
19690118,5.3,1.4,7.5
19690119,4.9,3.5,6.5
19690120,2.9,-0.2,6.9
19690121,5,1.8,7.7
19690122,8.6,6,11.1
19690123,5.1,1.9,8.8
19690124,4.2,1.7,8.1
19690125,8.2,7.1,9.7
19690126,7.2,4,9.1
19690127,5.5,2.9,8.2
19690128,7.9,6,10.2
19690129,5.8,4.2,7.9
19690130,5.4,2.8,7.7
19690131,4.8,1,7.4
19690201,3.5,0.1,7
19690202,2.6,-0.4,6.7
19690203,1.1,-1.5,4.3
19690204,-0.8,-5.8,3.6
19690205,1.4,-3.2,4.1
19690206,1.9,-0.1,3.7
19690207,0.2,-3.6,2.7
19690208,-1.6,-7.3,2.9
19690209,-0.6,-2.2,1.1
19690210,-1,-3.9,2.1
19690211,-3.1,-6,-0.7
19690212,-2.9,-7.6,-0.7
19690213,-8.6,-12.6,-3.3
19690214,-8.8,-16.2,-2.9
19690215,-7,-11.3,-3.6
19690216,-3.6,-5.7,-1.9
19690217,-2.6,-4.9,-0.8
19690218,-2,-6.2,0.1
19690219,-5.4,-10.8,-1.5
19690220,2,-2.8,5.7
19690221,5.3,3.3,7
19690222,5.3,1.5,9.8
19690223,3.2,0.1,5.9
19690224,1.4,-0.3,3.2
19690225,0,-1.3,1.1
19690226,-1.3,-2.3,0
19690227,-0.5,-2.3,1.3
19690228,0.9,-1.2,2.7
19690301,0,-1.5,1.3
19690302,2.4,-0.3,7.3
19690303,1.4,-1.3,5.3
19690304,-0.2,-4.8,6.3
19690305,-0.3,-5.7,5.6
19690306,0.5,-5.3,7.5
19690307,-1.3,-5,4.5
19690308,3,-4.9,9.7
19690309,2.2,-5.3,6.8
19690310,0.3,-6.1,6.1
19690311,0.9,-1.9,4.1
19690312,-0.1,-2.1,1.2
19690313,2.1,-0.2,4.5
19690314,3.7,0.8,7
19690315,0.2,-1.5,1.9
19690316,-1.4,-2.9,0.3
19690317,-1.4,-3,0.4
19690318,-1.6,-3.1,0.1
19690319,1.2,-0.8,3.6
19690320,1.4,-1.9,5.2
19690321,1.8,-2.6,7.1
19690322,1.1,-2.2,5.7
19690323,1.6,-1.8,5.6
19690324,1.2,-1.9,4.7
19690325,1.4,-2.3,6.2
19690326,1.3,-1.6,4.1
19690327,0.8,-4,6.2
19690328,1.1,-1.6,4.1
19690329,3.6,-2.8,8.4
19690330,6.1,3.5,9.6
19690331,6.5,2.8,9.5
19690401,3.7,1,7
19690402,3.5,0.7,7.7
19690403,3.7,-2,9.1
19690404,5.7,-2.7,12.3
19690405,8,1.7,14.1
19690406,10.8,2.2,18.6
19690407,14,5.7,21.7
19690408,15.1,7.4,22.4
19690409,14,5.2,23.8
19690410,12.6,2.6,20.8
19690411,10.1,7.5,12.1
19690412,7.1,3.8,11.3
19690413,3.3,0.7,7.1
19690414,4.4,0.3,8.8
19690415,6.5,3,10.4
19690416,5,2.6,8
19690417,3.9,-0.6,7.9
19690418,2.1,-2.6,6
19690419,2.6,-0.9,6.9
19690420,4,-1.7,8.8
19690421,7.4,0.4,13.3
19690422,9.5,6.5,12.8
19690423,7.7,4.8,12.4
19690424,9,4.6,13.6
19690425,11.4,6.1,16.3
19690426,11.9,8.1,16.1
19690427,9.8,3.3,15.8
19690428,9.1,1,15.5
19690429,6.7,-0.1,13.6
19690430,7.9,-1.2,14.3
19690501,8.1,6,9.7
19690502,14.1,7.6,21.2
19690503,15.1,10,20.1
19690504,15.2,11.7,19.4
19690505,13.9,10.4,18.9
19690506,12.2,9.1,16
19690507,10.7,6.2,14.8
19690508,11.8,7,15.7
19690509,10.7,2,17.2
19690510,11.1,5.5,15.9
19690511,14.8,11.8,17.9
19690512,18.4,10.7,25.5
19690513,23.2,15.4,29.4
19690514,19.2,12,23.6
19690515,14.9,11.4,18.9
19690516,11.8,7.7,14.3
19690517,10.5,6.8,14.9
19690518,7.7,2.3,10.9
19690519,5.6,2.2,7.7
19690520,7.6,1.9,11.6
19690521,9.1,3.4,13.7
19690522,10.1,5.1,15.3
19690523,11.9,3.1,18.3
19690524,16.4,8.8,23.2
19690525,17,12.5,21.8
19690526,12.7,7.7,17.2
19690527,14.2,6.1,19.7
19690528,15.1,12.3,19.5
19690529,12.9,8.3,18.4
19690530,12.3,7.4,18.7
19690531,12.3,9.2,15.2
19690601,10.6,7.5,14.5
19690602,10.3,4.9,15.1
19690603,8.7,4.4,12.3
19690604,7.8,3.5,10.5
19690605,10.3,5.4,14.9
19690606,10.3,3.8,14.1
19690607,13.4,8,19.5
19690608,14.6,5.6,21.5
19690609,13.7,6,21
19690610,16.9,10.1,22.5
19690611,17.1,9.6,24.3
19690612,16.8,7.5,24.6
19690613,19.6,11.2,26.8
19690614,18.1,12.3,22.6
19690615,18.2,10.8,25.3
19690616,19.8,12.2,26.4
19690617,16.4,12.4,20.9
19690618,16.6,11.7,22.6
19690619,14.8,6.9,20.3
19690620,14.1,5.6,20.3
19690621,14.8,9.4,20.4
19690622,15,9,20.5
19690623,19.1,12.1,23.8
19690624,17.2,13,20.5
19690625,15.1,13.3,18.1
19690626,13.4,8.9,15.4
19690627,12.6,6.9,18.6
19690628,12.5,4.3,18.9
19690629,12,5,15.9
19690630,15.5,9.5,20.8
19690701,15.8,6.6,22.2
19690702,18.2,9.8,23.9
19690703,16.8,14.6,20.2
19690704,16.5,11.1,22.1
19690705,15.4,6.4,21.9
19690706,15,6.5,21.4
19690707,13.1,9.3,18.5
19690708,11,8.3,15.1
19690709,11.5,7.5,16.3
19690710,12.3,7.8,16.9
19690711,12.5,9.3,16.5
19690712,15,10.6,20.1
19690713,16.7,13.5,21.6
19690714,15.7,9.5,20.1
19690715,18.6,8.2,25.5
19690716,22.6,13.5,30
19690717,17.5,8.5,21.5
19690718,15.5,6.1,21.4
19690719,17.9,9.4,23.5
19690720,18.4,14.6,22.4
19690721,18.8,13.3,23.9
19690722,19.7,11.5,26.3
19690723,23.5,13.3,30.4
19690724,22.6,17.2,31.9
19690725,18.3,15.3,22.9
19690726,19.4,14.9,23.5
19690727,20.1,14.1,26.2
19690728,21.8,13.5,28.2
19690729,24.3,16.2,32.7
19690730,19.1,16,23.9
19690731,19.3,15.9,25.3
19690801,23.3,17.2,29.2
19690802,23.3,17.7,29.8
19690803,18.7,15.5,24
19690804,20.4,14.1,27.5
19690805,21.4,13.9,28.9
19690806,18,9.5,23.3
19690807,16.6,8.3,23.6
19690808,19.6,11.1,26.4
19690809,22.1,15.8,29.1
19690810,20.9,13.1,28.3
19690811,19.2,13.3,25.8
19690812,19.3,12.6,26.7
19690813,16.7,10.6,21.8
19690814,17.4,9.7,23.7
19690815,16.2,13.9,18.5
19690816,17,15.2,20.3
19690817,16.6,13.3,21.1
19690818,16.3,10.7,21.6
19690819,17,10.8,20.9
19690820,15.9,10.2,19.2
19690821,12.6,10.4,15.5
19690822,12.5,10.3,16
19690823,12.8,9.9,17.1
19690824,14.1,10.5,19.6
19690825,13,10.5,16.1
19690826,10.9,7.4,13.5
19690827,11.8,6.2,16.3
19690828,12.6,9.6,16.2
19690829,14.4,10.7,18.8
19690830,14.4,11.4,18.1
19690831,14.8,11.4,18.8
19690901,14,9.7,17.2
19690902,13.1,7.2,17.6
19690903,12.6,3.2,18.5
19690904,12.5,6.5,17.8
19690905,12.6,3.5,19.1
19690906,15,8.7,19.1
19690907,14.6,10.6,19.5
19690908,15.6,8.7,21.7
19690909,17,12.6,23.1
19690910,16.2,12.5,21.7
19690911,17.8,12.9,23.4
19690912,19.1,12.3,26.4
19690913,18.8,12.3,27.1
19690914,18.9,10.3,26.1
19690915,17.3,13,23.8
19690916,16.6,14.8,18.4
19690917,16.2,13.7,18.4
19690918,12.9,8,17.2
19690919,9.7,1.7,16.3
19690920,8.4,-0.7,16.3
19690921,13.3,9.2,16.2
19690922,13.1,4,17.5
19690923,10.3,4.3,17.8
19690924,12.9,3.5,20.3
19690925,14.1,9.8,19.2
19690926,13.6,9.7,17.7
19690927,10.6,1.8,14.2
19690928,8.6,1.4,14.4
19690929,9.5,-0.3,14.8
19690930,6.5,-1.5,14.5
19691001,7.6,3.8,12.7
19691002,8.4,4.3,13
19691003,13.4,7.8,16.5
19691004,12.6,6.3,18.2
19691005,12.1,7.1,18.6
19691006,13.5,8.5,20.1
19691007,15.1,10.3,19.8
19691008,16.3,12.8,21.8
19691009,15,7.6,22.8
19691010,10.5,3.9,19.4
19691011,12.7,5.7,19.9
19691012,12.6,8.3,17.8
19691013,9.5,6.9,14.7
19691014,11.8,4.5,19.1
19691015,10.3,4.9,14
19691016,11.1,2.7,18.5
19691017,11.7,5.6,19.7
19691018,10.3,7,16.5
19691019,8.5,1.8,15.4
19691020,9.7,0.1,19.3
19691021,13.6,7.5,18.2
19691022,12.9,10.1,15.7
19691023,12.9,10.6,15.3
19691024,10.6,7.8,14.3
19691025,10.1,6.8,13.4
19691026,10.6,5.8,14
19691027,12.1,6.6,15.6
19691028,11.8,9.2,14.6
19691029,9.2,5.6,11.9
19691030,8.1,5.5,10.4
19691031,10.8,8.9,13.2
19691101,9.3,7.9,10.6
19691102,11.3,7.7,14.3
19691103,13.8,11.9,15.1
19691104,9.3,2.9,13.9
19691105,4.1,0.6,9.9
19691106,2.9,0.3,5.7
19691107,3,-2,7.3
19691108,6.9,4.4,10.6
19691109,7,4.3,10.3
19691110,7.4,4,10.2
19691111,11.6,9,13.8
19691112,10.8,6.5,14.7
19691113,7,1.7,10.5
19691114,6,2.6,9.4
19691115,6.9,4.5,9.5
19691116,6.6,2.7,9.6
19691117,6.1,3.3,9
19691118,3.9,1.5,6.5
19691119,9.4,5.8,11.6
19691120,7.2,3.6,11.2
19691121,5.8,1.8,9.7
19691122,7.4,3,10.6
19691123,7.4,3.9,11.2
19691124,2.7,-1.1,5.9
19691125,-0.1,-3.3,2.8
19691126,-0.2,-6.2,3.2
19691127,0.7,-6.7,5.6
19691128,3.2,-0.3,7
19691129,1.7,-0.6,5.5
19691130,-0.6,-1.9,0.6
19691201,-0.6,-1.7,0.5
19691202,3.1,-0.9,5.8
19691203,3.4,-0.5,6.8
19691204,-0.5,-3.4,2.5
19691205,-1.1,-4.5,2.6
19691206,-1,-4.7,0.9
19691207,-3,-7.8,-1.1
19691208,-0.7,-2.8,2.1
19691209,-2,-5.2,2.3
19691210,-5.6,-10.2,-2
19691211,-6.5,-10.9,-4.2
19691212,-1.6,-4.8,0.6
19691213,-0.1,-1.1,0.8
19691214,0.8,-0.6,2.2
19691215,0.5,-0.6,1.3
19691216,-4.4,-10.5,-0.1
19691217,-7.1,-9.8,-5.3
19691218,-4.9,-8.1,-3
19691219,-6.4,-10.4,-2.3
19691220,-9.5,-12.1,-6.3
19691221,-6.5,-12.2,-1.2
19691222,0.3,-2.2,3.1
19691223,-0.2,-2,1.7
19691224,1.7,-0.3,3.2
19691225,2.7,1.4,4.6
19691226,1,-2.1,4.8
19691227,-2.7,-4.7,-1
19691228,-5,-6.8,-3.5
19691229,-8,-10.1,-5.2
19691230,-3.5,-6,-1.5
19691231,-10,-12.8,-5.2
19700101,-11,-13.1,-8.7
19700102,-1.8,-9.9,3
19700103,-0.7,-3.7,0.7
19700104,-5.2,-9.2,-1.4
19700105,-4.5,-8,-0.9
19700106,-0.5,-1.6,0.7
19700107,-1.9,-3.4,0.1
19700108,-3.1,-6.3,-1.5
19700109,0.2,-3.9,3.7
19700110,1.5,-1.1,3.1
19700111,4.9,1.8,9.3
19700112,3.6,0.7,7.1
19700113,4.5,1.1,7
19700114,3.3,0.5,7.1
19700115,2.9,-2.5,5.3
19700116,0.6,-1.6,2.8
19700117,-2.5,-3.3,-1
19700118,-0.8,-4.2,3.2
19700119,-3.2,-5.1,-1.8
19700120,-3.8,-5.6,-1.1
19700121,-4.5,-8.4,-0.6
19700122,-2.6,-6.4,0
19700123,1.3,-1.4,4.9
19700124,3,1.2,4.8
19700125,5.5,2.5,8
19700126,6.4,4.4,7.9
19700127,4.4,1.2,5.8
19700128,0.2,-1.4,1.4
19700129,-1,-2.5,1.3
19700130,-2,-5.7,0.2
19700131,-6.2,-9.1,-2.4
19700201,-6.5,-10.8,-1.9
19700202,1,-7.3,6.4
19700203,4.6,1.6,6.4
19700204,3.3,0.9,5.8
19700205,2.2,-1.6,4.9
19700206,-1,-3.3,2.2
19700207,0.4,-3.6,3.4
19700208,2.8,0.8,6
19700209,3,0.1,6.9
19700210,1.1,-0.1,2.4
19700211,0.7,-2.1,4.1
19700212,0,-1.2,1.3
19700213,-2.3,-8.1,0.3
19700214,-3.5,-6.7,0
19700215,-4.8,-8.4,-1.9
19700216,-2.1,-7.6,0.7
19700217,-3.2,-8.8,1.9
19700218,-5,-14.2,1
19700219,-2.6,-10.2,3.5
19700220,3.7,1.6,5.1
19700221,3.3,1.7,5.9
19700222,7.9,5.3,9.6
19700223,4.7,2.8,6.9
19700224,3.6,0.7,7.9
19700225,2.4,-0.2,5
19700226,1.6,-0.2,4.6
19700227,-1.4,-3.3,0.8
19700228,-3.2,-8.3,-0.2
19700301,0,-8.6,5.2
19700302,1.7,-0.2,5.2
19700303,0.9,-1.4,4.4
19700304,0,-3.2,3.7
19700305,-0.5,-4.4,2.7
19700306,0.5,-1.4,4
19700307,-1,-3.7,3.5
19700308,-1.7,-3.7,-0.1
19700309,-1.3,-6.3,2.4
19700310,-2.1,-6.1,2.9
19700311,-1.3,-7.8,4.3
19700312,1.9,-3,6.8
19700313,-0.3,-2.6,2
19700314,-0.5,-2.6,2.7
19700315,0.4,-4.2,4.2
19700316,4.2,0.9,7.1
19700317,6,4.2,8.2
19700318,5.4,1.9,8.2
19700319,3.8,0.2,7.5
19700320,4.6,-0.2,8.9
19700321,7.3,3.7,9.7
19700322,6,-1.9,11.4
19700323,5.9,-2.6,12.6
19700324,4.8,-0.1,9.7
19700325,1.3,-4.9,6.7
19700326,1.6,-6.6,7.6
19700327,0.7,-2.1,5.2
19700328,1.5,-0.9,5.1
19700329,3.3,0,6.3
19700330,6.2,4.2,7.8
19700331,4.7,2.6,8
19700401,2.4,0,4.7
19700402,1,-2.3,5.3
19700403,0.8,-2.5,4
19700404,1.1,-2.4,5.2
19700405,0.9,-3.2,4.6
19700406,2.1,-0.3,5.8
19700407,1.3,-1.6,5.9
19700408,1.6,-1.4,6
19700409,1.4,-3.3,7
19700410,2,-2.9,7.5
19700411,4.2,1,8.4
19700412,7.1,1.7,12.1
19700413,7.4,4.6,11.5
19700414,3.5,0.3,5.9
19700415,6.8,-2,12
19700416,11.6,9.1,14.2
19700417,13.1,9.9,17
19700418,11.3,5.8,14.5
19700419,8.3,4,13.2
19700420,5.8,1.6,10.4
19700421,7.2,2.2,11
19700422,11.3,9.8,13.5
19700423,10.8,8.7,12.6
19700424,10,7.2,13.4
19700425,9.5,6.5,11.7
19700426,7.4,2.9,11.4
19700427,5.6,-0.1,9.5
19700428,5,-1.8,9.3
19700429,4,0.2,6.1
19700430,4.9,0.5,8.9
19700501,5.6,1.3,10.8
19700502,7.3,1.1,10
19700503,11.2,8.5,14.3
19700504,11.5,6.8,17.3
19700505,14.3,8.1,20.2
19700506,15.8,7.4,22.7
19700507,17.6,13.5,22.5
19700508,17,10.1,23
19700509,15.7,9.9,21.6
19700510,17.2,9.3,22.2
19700511,17.2,13.1,21.7
19700512,14.3,9.8,20.7
19700513,12.3,8.5,16.7
19700514,13.2,8.2,19.4
19700515,12.5,6.1,18.5
19700516,12.5,9.9,15.6
19700517,12.6,8.1,18.2
19700518,11.3,4.7,19.1
19700519,12.6,8.1,17.8
19700520,10.5,2.5,13.9
19700521,9.5,6.3,12
19700522,7.7,5.1,11.3
19700523,9.1,3.6,13.3
19700524,12.1,0.8,18.9
19700525,14.7,8.4,21.2
19700526,11.6,5.4,16.2
19700527,9.4,6.9,11.3
19700528,11.5,7.4,16.9
19700529,13.5,7.3,19.4
19700530,12.3,9.7,16.6
19700531,12.4,8.3,16.5
19700601,11.6,1.7,16.1
19700602,9.8,0.3,17
19700603,11.4,1.1,18.1
19700604,14.2,7.9,19.5
19700605,15.5,8,21.7
19700606,19.3,12,25.3
19700607,21,13.9,26.7
19700608,21.9,14.8,27.7
19700609,21.9,14.9,27.7
19700610,20.9,12,28.6
19700611,19.7,10.8,27
19700612,15.7,7.5,22.1
19700613,12.5,4.4,18.3
19700614,10.6,2.5,15.4
19700615,12.6,6,18
19700616,15.4,4.1,21.6
19700617,20.1,12.2,26.9
19700618,19.2,12.9,25.1
19700619,20.1,12.4,26.7
19700620,21,11.4,28.8
19700621,20.8,10.9,28
19700622,22.2,14.5,29.1
19700623,18,9.2,25
19700624,16,6.7,22.1
19700625,16.7,8.1,21.2
19700626,17.9,6,24.5
19700627,22.4,14.4,30.3
19700628,17.4,13.7,21.1
19700629,13.4,9.6,16.3
19700630,11.5,8.4,15.3
19700701,12.8,10.9,15.9
19700702,12.1,9.8,15
19700703,12.4,9.9,15.7
19700704,13.3,9.5,17.4
19700705,16.2,10.9,20.7
19700706,18.3,10.3,23.9
19700707,22.4,14.5,28.5
19700708,21.9,15.9,29.3
19700709,19,14,24.5
19700710,16,11.5,20.9
19700711,15,10.1,18.5
19700712,16.6,8.8,21.9
19700713,18.7,12.6,25.2
19700714,12.8,9.5,15.3
19700715,12.3,9.2,15.5
19700716,12.1,10.2,14.7
19700717,12.2,7.7,15.7
19700718,13.8,6.9,18.9
19700719,14,10.5,16.1
19700720,12.3,8.3,16.1
19700721,11.9,8.4,16.3
19700722,13.6,7.8,18.2
19700723,15.1,4.2,22.4
19700724,18,12.6,23.1
19700725,13.9,11.1,17.8
19700726,13.7,11.5,16.6
19700727,16.6,13.2,20.6
19700728,19.1,15.2,23.4
19700729,16.4,10,20.6
19700730,16.4,8.5,22.8
19700731,19.1,10.8,26.3
19700801,19.7,10.5,26.1
19700802,20.8,15.4,26.5
19700803,20.4,15.7,26
19700804,18,14.5,23.3
19700805,19.6,12.8,25.8
19700806,20,14.3,25.1
19700807,19.9,13,25.5
